concept_id,source,en,de,tr,aliases_en,aliases_de,tree
MESH:C417209|Q416283,wikidata-mesh,thiacloprid,Thiacloprid,,"{(2Z)-3-[(6-chloropyridin-3-yl)methyl]-1,3-thiazolidin-2-ylidene}cyanamide|(Z)-thiacloprid",,
MESH:D015232|Q416554,wikidata-mesh,prostaglandin E2,Prostaglandin E2,Prostaglandin E2,"Prostin E2|Prostin|Prostarmon E|Prostaglandin E2alpha|Prostaglandin E|Propess®|Prepidil|minprostin E2|minprositin E2|L-Prostaglandin E2|Glandin|Dinoprostonum|Cervidil®|(E,Z)-(1R,2R,3R)-7-(3-Hydroxy-2-((3S)-(3-hydroxy-1-octenyl))-5-oxocyclopentyl)-5-heptenoic acid|(5Z)-7-[(1R,2R,3R)-3-hydroxy-2-[(1E,3S)-3-hydroxyoct-1-en-1-yl]-5-oxocyclopentyl]hept-5-enoic acid|(5Z,13E)-(15S)-11alpha,15-Dihydroxy-9-oxoprosta-5,13-dienoic acid|(5Z,13E)-(15S)-11alpha,15-Dihydroxy-9-oxoprost-13-enoic acid|(5Z,13E,15S)-11-alpha,15-dihydroxy-9-oxoprost-5,13-dienoic acid|(5Z,13E,15S)-11-alpha,15-dihydroxy-9-oxoprost-5,13-dienoate|(5Z,11alpha,13E,15S)-11,15-dihydroxy-9-oxoprosta-5,13-dien-1-oic acid|(15S)-prostaglandin E2|(-)-Prostaglandin E2|5-trans-PGE2|PGE2|dinoprostone",Dinoproston|Prostaglandin-E2,D10.251.355.255.550.250.200|D23.469.050.175.725.250.200
MESH:D053626|Q418179,wikidata-mesh,atovaquone,Atovaquon,Atovakuon,"Wellvone|Mepron|Acuvel|566C80|566C|2-(trans-4-(P-Chlorophenyl)cyclohexyl)-3-hydroxy-1,4-naphthoquinone|Atovaquone",,D02.806.550.312|D04.615.638.721.186
MESH:D003523|Q418508,wikidata-mesh,cycloserine,Cycloserin,Sikloserin,α-Cycloserine|Seromycin|Ro-1-9213|PA-94|Orientomycin|D-Cycloserine|D-4-amino-3-Isoxazolidone|D-4-amino-3-Isoxazolidinone|Cycloserinum|cyclo-D-Serine|Cicloserina|alpha-Cycloserine|(R)-4-AMINO-isoxazolidin-3-one|(4R)-4-aminoisoxazolidin-3-one|(+)-Cycloserine|(+)-4-Amino-3-isoxazolidinone|DCS|PA 94|D-(+)-Cycloserine|Cycloserine,D-Cycloserin,D03.383.129.385.162|D03.383.129.462.600.162|D12.125.154.800.750
MESH:D013795|Q620462,wikidata-mesh,thanatology,Thanatologie,tanatoloji,,Sterbeforschung,K01.752.827
MESH:C512918|Q659235,wikidata-mesh,triethylsilane,Triethylsilan,,,,
MESH:D000319|Q816759,wikidata-mesh,beta blocker,Betablocker,beta blokör,"beta-Blockers, Adrenergic|beta-blocker|beta-Adrenergic Receptor Blockaders|beta-Adrenergic Blocking Agents|beta-Adrenergic Blockers|Adrenergic beta-Receptor Blockaders|adrenergic beta-antagonists|adrenergic beta-antagonist|adrenergic beta blocker",Betarezeptorenblocker|Beta-Blocker|Beta-Rezeptorenblocker|Intrinsische sympathomimetische Aktivität|β-Blocker|β-Rezeptorenblocker,D27.505.519.625.050.200.200|D27.505.696.577.050.200.200
MESH:D000934|Q904035,wikidata-mesh,antifoaming agent,Entschäumer,,Antifoaming Agents|defoamer,Antischaummittel|Schaumhemmer|Schauminhibitor|Schauminhibitoren|Schaumverhütungsmittel,D27.505.519.178|D27.720.877.048
MESH:C493870|Q1257318,wikidata-mesh,bedaquiline,Bedaquilin,Bedakuilin,TMC207|TMC-207|TMC 207|R207910|R 207910|Bedaquilinum|Bedaquilina|1-(6-Bromo-2-methoxy-quinolin-3-yl)-4-dimethylamino-2-naphthalen-1-yl-1-phenyl-butan-2-ol|Bedaquiline,,
MESH:C543009|Q1434425,wikidata-mesh,flutriafol,Flutriafol,,"alpha-(2-Fluorophenyl)-alpha-(4-fluorophenyl)-1H-1,2,4-triazole-1-ethanol|(RS)-1-(2-Fluorophenyl)-1-(4-fluorophenyl)-2-(1H-1,2,4-triazol-1-yl)ethanol|Flutriafol",,
MESH:C009146|Q1478199,wikidata-mesh,dimethisoquin,Quinisocain,,quinisocaine,,
MESH:D005436|Q1994556,wikidata-mesh,flucloxacillin,Flucloxacillin,Flukloksasilin,"Flucloxacillinum|Flucloxacilline|Flucloxacilina|Floxapen|Floxacillin|BRL-2039|3-(2-Chloro-6-fluorophenyl)-5-methyl-4-isoxazolylpenicillin|(2S,5R,6R)-6-({[3-(2-chloro-6-fluorophenyl)-5-methyl-1,2-oxazol-4-yl]carbonyl}amino)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid|Flucloxacillin",,D02.065.589.099.750.625.150.250|D02.886.108.750.625.150.250|D03.633.100.300.750.625.150.250
MESH:C004919|Q2231462,wikidata-mesh,ethylene glycol dimethacrylate,Ethylendimethacrylat,,"Methacrylic acid ethylene ester|Glycol dimethacrylate|Ethylenedimethyacrylate|Ethylene glycol bis(methacrylate)|Ethyldiol methacrylate|Ethyldiol metacrylate|Ethanediol dimethacrylate|EGDMA|Diglycol dimethacrylate|2-methyl-2-propenoic acid 1,2-ethanediyl ester|2-(Methacryloyloxy)ethyl 2-methylacrylate|1,2-Ethanediyl 2-methyl-2-propenoate|1,2-Ethanediol dimethacrylate|1,2-Bis(Methacryloyloxy)ethane|Ethylene glycol dimethacrylate|Ethylene dimethacrylate|Ethylene methacrylate","Ethan-1,2-dioldimethacrylat|Ethandiol-1,2-dimethacrylat|Ethylenglykoldimethacrylat",
MESH:D018818|Q2357007,wikidata-mesh,fenoldopam,Fenoldopam,,SK&F-82526J|SK-82526-J,,D03.633.100.079.300
MESH:D016573|Q2746959,wikidata-mesh,agrochemical,Agrochemikalie,,"chemicals, agricultural|agricultural chemicals|agricultural chemical|agrichemicals|agrichemical|agrochemicals",Agrarchemikalie|Landwirtschaftschemikalie,D27.720.031
MESH:C014026|Q3732771,wikidata-mesh,hexamethylene bis(acetamide),Hexamethylen-bis(acetamid),,"N,N′-hexamethylene bis(acetamide)|HMBA|hexamethylene bisacetamide",,
MESH:C110422|Q4177438,wikidata-mesh,trimagnesium dicitrate,Trimagnesiumdicitrat-Anhydrat,,trimagnesium citrate|magnesium dicitrate|magnesium citrate,,
MESH:C050147|Q4289752,wikidata-mesh,meldonium,Mildronat,,"3-(2,2,2-Trimethylhydrazine)propionate|3-(2,2,2-Trimethyldiazaniumyl)propanoate|2-(2-carboxyethyl)-1,1,1-trimethyldiazanium|Mildronate",Meldonium,
MESH:D005178|Q5428874,wikidata-mesh,academic staff,akademischer Lehrkörper,,academic personnel|faculty|academic|member of the faculty|faculty staff,akademische Angestellte|akademischer Angestellter,M01.526.702.250
MESH:D013418|Q3976823,wikidata-mesh,sulfamethazine,Sulfadimidin,,"Sulphamethazine|Sulphadimethylpyrimidine|Sulfamezathine|sulfamethazone|Sulfametazyny|Sulfametazina|Sulfadimidinum|Sulfadimidina|Sulfadimethylpyrimidine|Sulfadimethyldiazine|Smz-Med 454|SMZ|N(1)-(4,6-Dimethyl-2-pyrimidyl)sulfanilamide|N(1)-(4,6-Dimethyl-2-pyrimidinyl)sulfanilamide|N-(4,6-Dimethyl-2-pyrimidyl)sulfanilamide|6-(4'-Aminobenzol-sulfonamido)-2,4-dimethylpyrimidin|4,6-Dimethyl-2-sulfanilamidopyrimidine|4-amino-N-(4,6-Dimethylpyrimidin-2-yl)benzenesulfonamide|4-Amino-N-(4,6-dimethyl-pyrimidin-2-yl)-benzenesulfonamide|4-Amino-N-(2,6-dimethyl-4-pyrimidinyl)benzenesulfonamide|2-Sulfanilamido-4,6-dimethylpyrimidine|2-(P-Aminobenzenesulfonamido)-4,6-dimethylpyrimidine|2-(4-Aminobenzenesulfonamido)-4,6-dimethylpyrimidine|(P-Aminobenzolsulfonyl)-2-amino-4,6-dimethylpyrimidin|Sulfadimidine|Sulfamethazine",,D02.065.884.060.240|D02.065.884.725.862|D02.092.146.807.862|D02.455.426.559.389.085.240|D02.886.590.700.090.240|D02.886.590.700.725.862
MESH:C526675|Q4482372,wikidata-mesh,fesoterodine,Fesoterodin,,Toviaz®|SPM-907|SPM-8272,,
MESH:C033343|Q6901567,wikidata-mesh,(Z)-ethanolamine oleate,Monoethanolaminoleat,,Oldamin|beta-Hydroxyethylammonium oleate|Ethamolin|Monoethanolamine oleate|Ethanolamine oleate|Ethanolamine Oleate,,
MESH:D016285|Q20817139,wikidata-mesh,iloprost,Iloprost,,"ZK-00036374|(RS)-iloprost|(5E)-5-[(3aS,4R,5R,6aS)-5-hydroxy-4-[(1E,3S)-3-hydroxy-4-methyl-1-octen-6-yn-1-yl]hexahydro-2(1H)-pentalenylidene]pentanoic acid",,D10.251.355.255.550.775.125|D23.469.050.175.725.775.125|D23.469.700.275
MESH:C012279|Q22138402,wikidata-mesh,N-nitrosodibutylamine,N-Nitrosodibutylamin,,"nitrosodibutylamine|nitrosodi-N-butylamine|N,N-dibutylnitrous amide|N,N-dibutylnitrosamine|N,N-di-n-butylnitrosamine|N-nitrosodi-n-butylamine|N-nitroso-di-n-butylamine|N-nitro so-di-n-butylamine|N-dibutylnitrosamine|N-di-N-butylnitrosoamine|N-di-N-butylnitrosamine|n-butyl-n-nitrosobutanamine|N-butyl-N-nitrosobutan-1-amine|N-butyl-N-nitroso-1-butaneamine|N-butyl-N-nitroso-1-butanamine|N-butyl-N-nitroso-1-butamine|dibutylnitrosoamine|dibutylnitrosamine|dibutyl(nitroso)amine|dibutyl nitrosamine|di-N-butylnitrosoamine|di-n-butylnitrosamine|di-N-butylnitrosamin|DBNA|NDBA",N-Nitrosodi-n-butylamin,
MESH:D013448|Q27132840,wikidata-mesh,sulfobromophthalein,Bromsulfophthalein (freie Säure),,"sulphobromophthalein|bromsulfthalein|bromosulphophthalein|4,5,6,7-tetrabromo-3',3''-disulfophenolphthalein|bromosulfophthalein|bromsulphthalein|BSP",,D02.455.426.559.389.657.625.617
MESH:C050582|Q27156995,wikidata-mesh,fluazifop,Fluazifop,,,,
MESH:C502418|Q27294820,wikidata-mesh,givinostat hydrochloride,Givinostathydrochlorid,,,,
MESH:D002713|Q688,wikidata-mesh,chlorine,Chlor,klor,element 17|₁₇Cl|bertholite,,D01.268.380.150|D01.362.225
MESH:D005063|Q1396,wikidata-mesh,europium,Europium,Evropiyum,element 63|63Eu|Eu,Eu,D01.268.558.362.468|D01.552.550.399.468
MESH:D000125|Q223172,wikidata-mesh,Achilles tendon,Achillessehne,Aşil tendonu,Tendon Achilles|tendo calcanei|heel cord|calcaneal tendon,Tendo calcaneus,A02.880.176
MESH:C020292|Q229950,wikidata-mesh,4-dimethylaminophenol,4-Dimethylaminophenol,,,,
MESH:D000616|Q241150,wikidata-mesh,(RS)-aminoglutethimide,Aminoglutethimid,,"α-(p-aminophenyl)-α-ethylglutarimide|p-aminoglutethimide|ORI038|DL-aminoglutethimide|alpha-(p-aminophenyl)-alpha-ethylglutarimide|3-ethyl-3-(p-aminophenyl)-2,6-dioxopiperidine|2-(p-aminophenyl)-2-ethylglutarimide",,D03.383.621.808.425.100
MESH:C020527|Q260326,wikidata-mesh,tioconazole,Tioconazol,,Vagistat-1|Vagistat|UK-20349|Trosyl|Tioconazolum|Tioconazol|TZ-3|Tioconazole,,
MESH:D000037|Q388113,wikidata-mesh,placental abruption,vorzeitige Plazentalösung,,"Premature Separation of Placenta|Abruptio Placentae, Premature Separation of Placenta|abruptio placentae|abruptio placenta",,C12.050.703.420.078|C12.050.703.590.132
MESH:C025657|Q413334,wikidata-mesh,arsenic acid,Arsensäure,arsenik asit,arsoric acid,Arsen(V)-säure,
MESH:D019386|Q420057,wikidata-mesh,alendronic acid,Alendronsäure,Alendronik asit,"MK-217|G-704650|BPH 1|ABDP|4-amino-1-hydroxybutane-1,1-diphosphonic acid|(4-amino-1-hydroxybutylidene)bisphosphonic acid|(4-amino-1-hydroxybutane-1,1-diyl)bis(phosphonic acid)",4-Amino-1-hydroxybutyliden-Diphosphonsäure,D02.705.429.500.100
MESH:D003470|Q575920,wikidata-mesh,growth medium,Nährmedium,besiyeri,growth media|culture medium|culture media,Kulturmedium,D27.720.470.305|E07.206
MESH:D005421|Q898745,wikidata-mesh,flavor enhancer,Geschmacksverstärker,,flavoring aid|natural flavor|flavouring agent|flavoring agents|flavor additive|artificial flavor|flavorant|flavour enhancer|flavoring agent|flavoring,Liste von Geschmacksverstärkern,D26.650.294|D27.720.372.300.353|D27.720.744.294|G07.203.300.514.500.400|J02.500.514.500.400
MESH:D009554|Q7037737,wikidata-mesh,nimorazole,Nimorazol,,Nimorazole,,D02.640.672.580|D03.383.129.308.658.580
MESH:C084858|Q7388901,wikidata-mesh,SB 204070,SB 204070,,"SB204070|SB-204070A|SB-204,070",,
MESH:C014215|Q7706555,wikidata-mesh,tetrahydropalmatine,Tetrahydropalmatin,,"L-tetrahydropalmatine|2,3,9,10-tetramethoxy-13aalpha-berbine|(S)-tetrahydropalmatine|(-)-tetrahydropalmatine|(S)-(-)-tetrahydropalmatine",,
MESH:D013458|Q5282,wikidata-mesh,sulfur dioxide,Schwefeldioxid,Kükürtdioksit,"Sulphur dioxide , sulfur dioxide|sulphur dioxide|sulfurous oxide|sulfurous anhydride|sulfurous acid anhydride|sulfur oxide|R-764|SO2",,D01.362.810|D01.650.550.850.925|D01.875.825.925
MESH:D006761|Q16917,wikidata-mesh,hospital,Krankenhaus,hastane,medical facility|hospital facility|medical centre,Klinik|Klinikum|Spital,N02.278.421
MESH:D019904|Q146123,wikidata-mesh,poly(methyl methacrylate),Polymethylmethacrylat,Pleksi,polymethyl methacrylate|PMMA|plexiglass|organic glass|Lucite|Altuglass|acrylic sheet|acrylic glass|Acrylglas|Plexiglas|Perspex|acrylic,Plexiglas|Acrylglas|PMMA,D02.241.081.069.800.550.500|D05.750.716.822.111.650.605.500|D25.720.716.822.111.650.605.500|J01.637.051.720.716.822.111.650.605.500
MESH:D015288|Q408566,wikidata-mesh,neurokinin A,Neurokinin A,,TAC1(98-107)|L-histidyl-L-lysyl-(3xi)-L-threonyl-L-alpha-aspartyl-L-seryl-L-phenylalanyl-L-valyl-glycyl-L-leucyl-L-methioninamide|H-His-Lys-xiThr-Asp-Ser-Phe-Val-Gly-Leu-Met-NH2|NKA|substance K|neuromedin L,Substanz K,D12.644.276.812.900.500|D12.644.400.800.500|D12.644.456.800.500|D12.776.467.812.900.500|D12.776.631.650.800.500|D23.469.050.375.850.550|D23.529.812.900.500
MESH:C012504|Q409889,wikidata-mesh,polypropylene glycol,Polypropylenglycol,,poly(propylene glycol)|PPG,Polypropylenglykol,
MESH:D010889|Q410069,wikidata-mesh,piracetam,Piracetam,pirasetam,,,D02.065.064.650|D02.241.081.018.110.650|D03.383.773.812.555
MESH:D015725|Q411478,wikidata-mesh,fluconazole,Fluconazol,Flukonazol,"2,4-difluoro-alpha,alpha-bis(1H-1,2,4-triazol-1-ylmethyl)benzyl alcohol|2-(2,4-difluorophenyl)-1,3-di(1H-1,2,4-triazol-1-yl)propan-2-ol",Diflucan|Fungata,D03.383.129.799.450
MESH:D002953|Q420354,wikidata-mesh,(−)-citrinin,(−)-Citrinin,,citrinin,,D03.383.663.283.320|D03.633.100.150.320|D23.946.587.272
MESH:D013407|Q423393,wikidata-mesh,sulbactam,Sulbactam,,"Sulbactam Benzathine|penicillanic acid sulfone|penicillanic acid 1,1-dioxide|(2S,5R)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid 4,4-dioxide|(2S,5R)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo(3.2.0)heptane-2-carboxylic acid 4,4-dioxide|Sulbactam",,D02.065.589.099.750.812|D02.886.108.750.812|D03.633.100.300.750.812
MESH:D011343|Q423741,wikidata-mesh,procaine,Procain,Prokain,β-(diethylamino)ethyl p-aminobenzoate|β-(diethylamino)ethyl 4-aminobenzoate|Vitamin H3|Procainum|Procaine HCl|Procaina|p-Aminobenzoic acid 2-diethylaminoethyl ester|novocaine|Novocain®|beta-(diethylamino)ethyl p-aminobenzoate|beta-(diethylamino)ethyl 4-aminobenzoate|4-aminobenzoic acid 2-diethylaminoethyl ester|2-Diethylaminoethyl p-aminobenzoate|Novocaine|Procaine,Novocain|Prokain|Novocaine|Procainhydrochlorid,D02.241.223.100.050.500.906|D02.455.426.559.389.127.020.937.906
MESH:D015222|Q424960,wikidata-mesh,voltage-gated sodium channel,Natriumkanal,,sodium ion channels|sodium ion channel|sodium channels|sodium channel,Natrium-Kanal|Natriumkanäle,D12.776.157.530.400.875|D12.776.543.550.450.875|D12.776.543.585.400.875
MESH:D003495|Q1147309,wikidata-mesh,cyclandelate,Cyclandelat,,"Cyclospasmol|Cyclandelatum|Ciclandelato|3,5,5-Trimethylcyclohexyl amygdalate|3,3,5-Trimethylcyclohexyl mandelate|Cyclandelate",,D02.241.223.475.180|D02.241.511.536.180
MESH:C426859|Q1385311,wikidata-mesh,fosamprenavir,Fosamprenavir,,Telzir|Lexiva|FOS-APV|Fosamprenavir,,
MESH:D003030|Q1755077,wikidata-mesh,coagulase,Koagulase,,,Plasmakoagulase,D08.811.277.656.300.174|D12.776.097.181
MESH:D004639|Q1930829,wikidata-mesh,emetic,Emetikum,,emetics|emetic drugs|emetic agents,Vomitivum|Antiperistaltika|Antiperistaltikum|Emetika|Emetogenität|Brechmittel,D27.505.696.329|D27.505.696.663.050.225|D27.505.954.427.270|D27.505.954.483.560
MESH:D005372|Q2073868,wikidata-mesh,filipin III,Filipin,,14-Deoxylagosin|Filipin|Filimarisin,,D02.455.326.271.665.325|D02.540.576.500.996
MESH:D011431|Q2268608,wikidata-mesh,dextropropoxyphene,Dextropropoxyphen,dekstropropoksifen,"propoxyphene|Dextropropoxyphenum|Dextropropoxyphène|Dextropropoxyphen|Dextropropoxifeno|Destropropossifene|Darvon®|d-Propoxyphene|alpha-D-4-Dimethylamino-3-methyl-1,2-diphenyl-2-butanol-propionat|alpha-(+)-4-Dimethylamino-1,2-diphenyl-3-methyl-2-butanol propionate ester|4-Dimethylamino-3-methyl-1,2-diphenyl-2-propoxybutane|(S)-alpha-(2-(Dimethylamino)-1-methylethyl)-alpha-phenylbenzeneethanol propanoate|(+)-alpha-propoxyphene|(+)-4-Dimethylamino-1,2-diphenyl-3-methyl-2-propionyloxybutane|(+)-1,2-Diphenyl-2-propionoxy-3-methyl-4-dimethylaminobutane|Propoxyphene",,D02.241.081.751.120
MESH:C529236|Q3033497,wikidata-mesh,docosanol,1-Docosanol,,Tadenan|N-Docosanol|Docosyl alcohol|Behenyl alcohol|Behenic alcohol|Abreva|1-Docosanol|Docosan-1-ol|Docosanol,,
MESH:D000069585|Q3151081,wikidata-mesh,filgrastim,Filgrastim,Filgrastim,Tbo-filgrastim|R-METHUG-CSF|Neupogen|Granulocyte Colony Stimulating Factor|G-CSF,,D09.400.430.775.200.500|D12.644.276.374.410.240.350.500|D12.776.395.240.200.500|D12.776.467.374.410.240.350.500|D23.529.374.410.240.350.500
MESH:C479163|Q3530324,wikidata-mesh,tofacitinib,Tofacitinib,,"Xeljanz®|tasocitinib|CP-690550|CP-690,550",,
MESH:C012970|Q3742414,wikidata-mesh,fenclofenac,Fenclofenac,,,,
MESH:C009746|Q4116990,wikidata-mesh,etofibrate,Etofibrat,,,,
MESH:D006221|Q32921,wikidata-mesh,halothane,Halothan,halotan,"bromochlorotrifluoroethane|2,2,2-trifluoro-1-chloro-1-bromoethane|2-bromo-2-chloro-1,1,1-trifluoroethane|1,1,1-trifluoro-2-chloro-2-bromoethane|1,1,1-trifluoro-2-bromo-2-chloroethane|1-bromo-1-chloro-2,2,2-trifluoroethane","2-Brom-2-chlor-1,1,1-trifluorethan",D02.455.526.340
MESH:D000639|Q58397,wikidata-mesh,amitriptyline,Amitriptylin,Amitriptilin,"amitryptiline|5-(gamma-dimethylaminopropylidene)-5H-dibenzo[a,d][1,4]cycloheptadiene|5-(3-dimethylaminopropylidene)-10,11-dihydro-5H-dibenzo[a,d]cycloheptene|5-(3-dimethylaminopropylidene)-10,11-dihydro-5H-dibenzo[a,d]cycloheptatriene|3-(10,11-dihydro-5H-dibenzo[a,d]cyclohepten-5-ylidene)-N,N-dimethylpropan-1-amine|3-(10,11-dihydro-5H-dibenzo[a,d]cyclohepten-5-ylidene)-N,N-dimethyl-1-propanamine|10,11-dihydro-N,N-dimethyl-5H-dibenzo[a,d]heptalene-delta(5),gamma-propylamine|10,11-dihydro-N,N-dimethyl-5H-dibenzo(a,d)heptalene-delta(5),gamma-propylamine|10,11-dihydro-5-(gamma-dimethylaminopropylidene)-5H-dibenzo[a,d]cycloheptene",Amitryptilin,D02.455.426.559.847.181.384.100|D04.615.181.384.100
MESH:D001109|Q166118,wikidata-mesh,archives,Archiv,arşiv,archive (institutions)|archive (collections)|archival agency|archivability|archive,Sammlungen,J03.400.208|K01.400.152|L01.462.625.208
MESH:D020909|Q338005,wikidata-mesh,acarbose,Acarbose,Akarboz,Precose®|Glucobay®|BAY-G-5421|BAY-G 5421,Glucobay,D09.698.629.802.100
MESH:C084830|Q373243,wikidata-mesh,benorilate,Benorilat,Benorilat,,,
MESH:D000355|Q386408,wikidata-mesh,African horse sickness,afrikanische Pferdepest,Afrika at vebası,"Sicknesses, African Horse|Sickness, African Horse|Plagues, Equine|Plague, Equine|obsolete african horse sickness|Horsesicknesses, African|Horsesickness, African|Horse Sicknesses, African|Horse Sickness, African|Equine Plagues|Equine Plague|African Horsesicknesses|African Horsesickness|African Horse Sicknesses|african horse sickness",African Horse Sickness|Pferdepest,C01.920.313.030|C01.925.081.030|C01.925.782.791.142|C22.488.088
MESH:D013772|Q408762,wikidata-mesh,tetramethyl-p-phenylenediamine,Tetramethylphenylendiamin,,,TMPD,D02.092.146.651.900|D02.092.782.258.651.900
MESH:D013889|Q409332,wikidata-mesh,thiouracil,Thiouracil,,,,D03.383.742.698.875.842
MESH:C016767|Q410556,wikidata-mesh,sulprostone,Sulproston,,ZK-57671|nalador|CP-34089|Sulprostone,,
MESH:C028009|Q419633,wikidata-mesh,allyl disulfide,Diallyldisulfid,,"diallyl disulfide|diallyl disulphide|4,5-dithia-1,7-octadiene|3,3'-dithiobis(prop-1-ene)|3,3'-disulfanediylbis(prop-1-ene)|3-(allyldisulfanyl)-1-propene|2-propenyl disulphide|1,2-diallyldisulfane","3-Prop-2-enyldisulfanylprop-1-en|4,5-Dithia-1,7-octadien|Garlicin",
MESH:C100236|Q1038115,wikidata-mesh,homatropine,Homatropin,Homatropin,"(1R,5S)-8-methyl-8-azabicyclo[3.2.1]octan-3-yl 2-hydroxy-2-phenylacetate|2-hydroxy-2-phenylacetic acid [(1R,5S)-8-methyl-8-azabicyclo[3.2.1]octan-3-yl] ester",,
MESH:D010277|Q1765699,wikidata-mesh,parasympathomimetic drug,Parasympathomimetikum,Parasempatomimetik ilaçlar,Parasympathomimetic Drugs|Parasympathomimetic Agents|cholinomimetic drug|Cholinergic agent,,D27.505.696.663.050.675
MESH:C083642|Q1821798,wikidata-mesh,bitertanol,Bitertanol,,"1-(biphenyl-4-yloxy)-3,3-dimethyl-1-(1,2,4-triazol-1-yl)butan-2-ol",,
MESH:D001615|Q2993328,wikidata-mesh,beta-endorphin,β-Endorphin,,ß-endorphin|POMC(237-267),Beta-Endorphin,D06.472.699.327.935.239|D06.472.699.631.525.600.239|D12.644.400.400.935.239|D12.644.400.575.241.080|D12.644.548.365.935.239|D12.644.548.691.525.690.239|D12.776.631.650.405.935.239|D12.776.631.650.575.241.080
MESH:D013134|Q3077150,wikidata-mesh,spiperone,Spiperon,Spiperon,"spiropitan|spiroperidol|R-5147|8-(3-p-fluorobenzoyl-1-propyl)-4-oxo-1-phenyl-1,3,8-triazaspiro(4,5)decane|8-(3-(p-fluorobenzoyl)propyl)-1-phenyl-1,3,8-triazaspiro(4.5)decan-4-one|1-[2-[4-[5-chloro-1-(4-fluorophenyl)-indol-3-yl]-1-piperidyl]ethyl]imidazolidin-2-one",,D02.455.426.779.800|D02.522.352.800|D04.711.800
MESH:D026441|Q3527307,wikidata-mesh,mind–body interventions,Mind-Body-Medizin,,mind–body intervention|mind-body therapies|mind-body medicine|mind-body intervention|mind and body therapies|body-centered therapies (Psychotherapy)|body-centered psychotherapy|body therapies (Psychotherapy),MBI|MBT|Mind-Body-Intervention|Mind-Body-Training,E02.190.525
MESH:C060283|Q4413253,wikidata-mesh,secoisolariciresinol,Secoisolariciresinol,,"(R-(R*,R*))-2,3-Bis((4-hydroxy-3-methoxyphenyl)methyl)butane-1,4-diol|(-)-Secoisolariciresinol|(-)-rel-(R-(R,R))-2,3-Bis((4-hydroxy-3-methoxyphenyl)methyl)butane-1,4-diol|Secoisolariciresinol",,
MESH:C048487|Q4415058,wikidata-mesh,Semax,Pro-Gly-Pro-ACTH (4-7),,Met-Glu-His-Phe-Pro-Gly-Pro,,
MESH:D000011|Q4666726,wikidata-mesh,Abelson murine leukemia virus,Abelson murine leukemia virus,,Herbert T. Abelson,,B04.613.807.375.525.020|B04.820.650.375.525.020
MESH:C011164|Q4742425,wikidata-mesh,amentoflavone,Amentoflavon,,"8-[5-(5,7-dihydroxy-4-oxo-4H-chromen-2-yl)-2-hydroxyphenyl]-5,7-dihydroxy-2-(4-hydroxyphenyl)-4H-chromen-4-one|3',8''-Biapigenin",,
MESH:D001865|Q4941885,wikidata-mesh,bongkrek acid,Bongkreksäure,,"bongkrekic acid|(2E,4Z,6R,8Z,10E,14E,17S,18E,20Z)-20-(carboxymethyl)-6-methoxy-2,5,17-trimethyldocosa-2,4,8,10,14,18,20-heptaenedioic acid",,D02.241.081.337.075
MESH:C007028|Q5103222,wikidata-mesh,chlorozotocin,Chlorozotocin,,,2-{[(2-Chlorethyl)(nitroso)carbamoyl]amino}-2-desoxy-D-glucose,
MESH:C100064|Q5462886,wikidata-mesh,fluprednidene acetate,Fluprednidenacetat,,"[2-[(8S,9R,10S,11S,13S,14S,17R)-9-fluoro-11,17-dihydroxy-10,13-dimethyl-16-methylidene-3-oxo-7,8,11,12,14,15-hexahydro-6H-cyclopenta[a]phenanthren-17-yl]-2-oxoethyl] acetate",,
MESH:D012312|Q5577596,wikidata-mesh,ritodrine,terbutalin,Ritodrin,,,D02.033.100.624.870|D02.033.755.624.870|D02.092.063.624.870|D02.092.471.683.870
MESH:D011139|Q7227099,wikidata-mesh,polythiazide,Polythiazid,,Renese®|P-2525|Polythiazide,,D02.886.590.700.135.781|D02.886.655.500.781|D03.633.100.174.781
MESH:C016118|Q10861380,wikidata-mesh,Solvent Black 3,Sudanschwarz B,,Sudan Black B,"2,3-Dihydro-2,2-dimethyl-6-{[1-naphthyl-4-(phenylazo)]azo}-1H-perimidin|Fettschwarz BN|Solvent Black 3",
MESH:C004717|Q10880017,wikidata-mesh,diacetyl monoxime,(EZ)-Diacetylmonoxim,,"diacetylmonoxime|2,3-butanedione monoxime",,
MESH:C026325|Q20817221,wikidata-mesh,attapulgite,Attapulgit,,palygorskite,,
MESH:C023808|Q26270990,wikidata-mesh,rifamycin,Rifamycin SV,,rifocyn - rifocin - rifamycin - rifamicines|Rifocyn|Rifamycin SV|Rifocin,,
MESH:D004957|Q191,wikidata-mesh,Estonia,Estland,Estonya,Republic of Estonia|Eesti Vabariik|Estland|ee,Republik Estland,Z01.542.248.136.360
MESH:D020682|Q163901,wikidata-mesh,cefixime,Cefixim Anhydrat,Sefiksim,suprax|FR-17027|FK-027|CL-284635|(−)-cefixime|cefixime anhydrous,,D02.065.589.099.249.190.190.115|D02.886.665.074.190.190.115|D03.633.100.300.249.190.190.115
